"trta","aesoc","aedecod","saffl","procedure","factor","measure","rowno","colno","cellpartno","unit","denominator"
"Placebo","NERVOUS SYSTEM DISORDERS","SOMNOLENCE","Y","count","quantity",3,183,1,1,"_NULL_","_NULL_"
"Placebo","NERVOUS SYSTEM DISORDERS","SOMNOLENCE","Y","countdistinct","USUBJID",2,183,1,2,"_NULL_","_NULL_"
"Placebo","PSYCHIATRIC DISORDERS","_ALL_","Y","count","quantity",14,188,1,1,"_NULL_","_NULL_"
"Placebo","PSYCHIATRIC DISORDERS","_ALL_","Y","countdistinct","USUBJID",10,188,1,2,"_NULL_","_NULL_"
"Placebo","PSYCHIATRIC DISORDERS","AGITATION","Y","count","quantity",2,189,1,1,"_NULL_","_NULL_"
"Placebo","PSYCHIATRIC DISORDERS","AGITATION","Y","countdistinct","USUBJID",2,189,1,2,"_NULL_","_NULL_"
"Placebo","PSYCHIATRIC DISORDERS","ANXIETY","Y","count","quantity",2,190,1,1,"_NULL_","_NULL_"
"Placebo","PSYCHIATRIC DISORDERS","ANXIETY","Y","countdistinct","USUBJID",1,190,1,2,"_NULL_","_NULL_"
"Placebo","PSYCHIATRIC DISORDERS","COMPLETED SUICIDE","Y","count","quantity",1,191,1,1,"_NULL_","_NULL_"
"Placebo","PSYCHIATRIC DISORDERS","COMPLETED SUICIDE","Y","countdistinct","USUBJID",1,191,1,2,"_NULL_","_NULL_"
"Placebo","PSYCHIATRIC DISORDERS","CONFUSIONAL STATE","Y","count","quantity",2,192,1,1,"_NULL_","_NULL_"
"Placebo","PSYCHIATRIC DISORDERS","CONFUSIONAL STATE","Y","countdistinct","USUBJID",2,192,1,2,"_NULL_","_NULL_"
"Placebo","PSYCHIATRIC DISORDERS","DELUSION","Y","count","quantity",1,194,1,1,"_NULL_","_NULL_"
"Placebo","PSYCHIATRIC DISORDERS","DELUSION","Y","countdistinct","USUBJID",1,194,1,2,"_NULL_","_NULL_"
"Placebo","PSYCHIATRIC DISORDERS","DISORIENTATION","Y","count","quantity",1,196,1,1,"_NULL_","_NULL_"
"Placebo","PSYCHIATRIC DISORDERS","DISORIENTATION","Y","countdistinct","USUBJID",1,196,1,2,"_NULL_","_NULL_"
"Placebo","PSYCHIATRIC DISORDERS","INSOMNIA","Y","count","quantity",3,199,1,1,"_NULL_","_NULL_"
"Placebo","PSYCHIATRIC DISORDERS","INSOMNIA","Y","countdistinct","USUBJID",2,199,1,2,"_NULL_","_NULL_"
"Placebo","PSYCHIATRIC DISORDERS","IRRITABILITY","Y","count","quantity",2,200,1,1,"_NULL_","_NULL_"
"Placebo","PSYCHIATRIC DISORDERS","IRRITABILITY","Y","countdistinct","USUBJID",1,200,1,2,"_NULL_","_NULL_"
"Placebo","RENAL AND URINARY DISORDERS","_ALL_","Y","count","quantity",5,205,1,1,"_NULL_","_NULL_"
"Placebo","RENAL AND URINARY DISORDERS","_ALL_","Y","countdistinct","USUBJID",4,205,1,2,"_NULL_","_NULL_"
"Placebo","RENAL AND URINARY DISORDERS","DYSURIA","Y","count","quantity",1,207,1,1,"_NULL_","_NULL_"
"Placebo","RENAL AND URINARY DISORDERS","DYSURIA","Y","countdistinct","USUBJID",1,207,1,2,"_NULL_","_NULL_"
"Placebo","RENAL AND URINARY DISORDERS","MICTURITION URGENCY","Y","count","quantity",1,210,1,1,"_NULL_","_NULL_"
"Placebo","RENAL AND URINARY DISORDERS","MICTURITION URGENCY","Y","countdistinct","USUBJID",1,210,1,2,"_NULL_","_NULL_"
"Placebo","RENAL AND URINARY DISORDERS","NEPHROLITHIASIS","Y","count","quantity",1,211,1,1,"_NULL_","_NULL_"
"Placebo","RENAL AND URINARY DISORDERS","NEPHROLITHIASIS","Y","countdistinct","USUBJID",1,211,1,2,"_NULL_","_NULL_"
"Placebo","RENAL AND URINARY DISORDERS","POLLAKIURIA","Y","count","quantity",2,212,1,1,"_NULL_","_NULL_"
"Placebo","RENAL AND URINARY DISORDERS","POLLAKIURIA","Y","countdistinct","USUBJID",1,212,1,2,"_NULL_","_NULL_"
"Placebo","REPRODUCTIVE SYSTEM AND BREAST DISORDERS","_ALL_","Y","count","quantity",4,213,1,1,"_NULL_","_NULL_"
"Placebo","REPRODUCTIVE SYSTEM AND BREAST DISORDERS","_ALL_","Y","countdistinct","USUBJID",2,213,1,2,"_NULL_","_NULL_"
"Placebo","REPRODUCTIVE SYSTEM AND BREAST DISORDERS","BENIGN PROSTATIC HYPERPLASIA","Y","count","quantity",2,214,1,1,"_NULL_","_NULL_"
"Placebo","REPRODUCTIVE SYSTEM AND BREAST DISORDERS","BENIGN PROSTATIC HYPERPLASIA","Y","countdistinct","USUBJID",1,214,1,2,"_NULL_","_NULL_"
"Placebo","REPRODUCTIVE SYSTEM AND BREAST DISORDERS","PELVIC PAIN","Y","count","quantity",2,215,1,1,"_NULL_","_NULL_"
"Placebo","REPRODUCTIVE SYSTEM AND BREAST DISORDERS","PELVIC PAIN","Y","countdistinct","USUBJID",1,215,1,2,"_NULL_","_NULL_"
"Placebo","RESPIRATORY, THORACIC AND MEDIASTINAL DISORDERS","_ALL_","Y","count","quantity",15,216,1,1,"_NULL_","_NULL_"
"Placebo","RESPIRATORY, THORACIC AND MEDIASTINAL DISORDERS","_ALL_","Y","countdistinct","USUBJID",10,216,1,2,"_NULL_","_NULL_"
"Placebo","RESPIRATORY, THORACIC AND MEDIASTINAL DISORDERS","COUGH","Y","count","quantity",4,218,1,1,"_NULL_","_NULL_"
"Placebo","RESPIRATORY, THORACIC AND MEDIASTINAL DISORDERS","COUGH","Y","countdistinct","USUBJID",3,218,1,2,"_NULL_","_NULL_"
"Placebo","RESPIRATORY, THORACIC AND MEDIASTINAL DISORDERS","DYSPNOEA","Y","count","quantity",1,220,1,1,"_NULL_","_NULL_"
"Placebo","RESPIRATORY, THORACIC AND MEDIASTINAL DISORDERS","DYSPNOEA","Y","countdistinct","USUBJID",1,220,1,2,"_NULL_","_NULL_"
"Placebo","RESPIRATORY, THORACIC AND MEDIASTINAL DISORDERS","EMPHYSEMA","Y","count","quantity",1,221,1,1,"_NULL_","_NULL_"
"Placebo","RESPIRATORY, THORACIC AND MEDIASTINAL DISORDERS","EMPHYSEMA","Y","countdistinct","USUBJID",1,221,1,2,"_NULL_","_NULL_"
"Placebo","RESPIRATORY, THORACIC AND MEDIASTINAL DISORDERS","HAEMOPTYSIS","Y","count","quantity",2,223,1,1,"_NULL_","_NULL_"
"Placebo","RESPIRATORY, THORACIC AND MEDIASTINAL DISORDERS","HAEMOPTYSIS","Y","countdistinct","USUBJID",1,223,1,2,"_NULL_","_NULL_"
"Placebo","RESPIRATORY, THORACIC AND MEDIASTINAL DISORDERS","NASAL CONGESTION","Y","count","quantity",3,224,1,1,"_NULL_","_NULL_"
"Placebo","RESPIRATORY, THORACIC AND MEDIASTINAL DISORDERS","NASAL CONGESTION","Y","countdistinct","USUBJID",3,224,1,2,"_NULL_","_NULL_"
"Placebo","RESPIRATORY, THORACIC AND MEDIASTINAL DISORDERS","POSTNASAL DRIP","Y","count","quantity",2,227,1,1,"_NULL_","_NULL_"
"Placebo","RESPIRATORY, THORACIC AND MEDIASTINAL DISORDERS","POSTNASAL DRIP","Y","countdistinct","USUBJID",1,227,1,2,"_NULL_","_NULL_"
"Placebo","RESPIRATORY, THORACIC AND MEDIASTINAL DISORDERS","RALES","Y","count","quantity",2,229,1,1,"_NULL_","_NULL_"
"Placebo","RESPIRATORY, THORACIC AND MEDIASTINAL DISORDERS","RALES","Y","countdistinct","USUBJID",1,229,1,2,"_NULL_","_NULL_"
"Placebo","SKIN AND SUBCUTANEOUS TISSUE DISORDERS","_ALL_","Y","count","quantity",47,232,1,1,"_NULL_","_NULL_"
"Placebo","SKIN AND SUBCUTANEOUS TISSUE DISORDERS","_ALL_","Y","countdistinct","USUBJID",21,232,1,2,"_NULL_","_NULL_"
"Placebo","SKIN AND SUBCUTANEOUS TISSUE DISORDERS","ALOPECIA","Y","count","quantity",1,234,1,1,"_NULL_","_NULL_"
"Placebo","SKIN AND SUBCUTANEOUS TISSUE DISORDERS","ALOPECIA","Y","countdistinct","USUBJID",1,234,1,2,"_NULL_","_NULL_"
"Placebo","SKIN AND SUBCUTANEOUS TISSUE DISORDERS","COLD SWEAT","Y","count","quantity",3,236,1,1,"_NULL_","_NULL_"
"Placebo","SKIN AND SUBCUTANEOUS TISSUE DISORDERS","COLD SWEAT","Y","countdistinct","USUBJID",1,236,1,2,"_NULL_","_NULL_"
"Placebo","SKIN AND SUBCUTANEOUS TISSUE DISORDERS","DERMATITIS ATOPIC","Y","count","quantity",1,237,1,1,"_NULL_","_NULL_"
"Placebo","SKIN AND SUBCUTANEOUS TISSUE DISORDERS","DERMATITIS ATOPIC","Y","countdistinct","USUBJID",1,237,1,2,"_NULL_","_NULL_"
"Placebo","SKIN AND SUBCUTANEOUS TISSUE DISORDERS","DRUG ERUPTION","Y","count","quantity",1,239,1,1,"_NULL_","_NULL_"
"Placebo","SKIN AND SUBCUTANEOUS TISSUE DISORDERS","DRUG ERUPTION","Y","countdistinct","USUBJID",1,239,1,2,"_NULL_","_NULL_"
"Placebo","SKIN AND SUBCUTANEOUS TISSUE DISORDERS","ERYTHEMA","Y","count","quantity",13,240,1,1,"_NULL_","_NULL_"
"Placebo","SKIN AND SUBCUTANEOUS TISSUE DISORDERS","ERYTHEMA","Y","countdistinct","USUBJID",9,240,1,2,"_NULL_","_NULL_"
"Placebo","SKIN AND SUBCUTANEOUS TISSUE DISORDERS","HYPERHIDROSIS","Y","count","quantity",2,241,1,1,"_NULL_","_NULL_"
"Placebo","SKIN AND SUBCUTANEOUS TISSUE DISORDERS","HYPERHIDROSIS","Y","countdistinct","USUBJID",2,241,1,2,"_NULL_","_NULL_"
"Placebo","SKIN AND SUBCUTANEOUS TISSUE DISORDERS","PRURITUS","Y","count","quantity",11,242,1,1,"_NULL_","_NULL_"
"Placebo","SKIN AND SUBCUTANEOUS TISSUE DISORDERS","PRURITUS","Y","countdistinct","USUBJID",8,242,1,2,"_NULL_","_NULL_"
"Placebo","SKIN AND SUBCUTANEOUS TISSUE DISORDERS","RASH","Y","count","quantity",9,244,1,1,"_NULL_","_NULL_"
"Placebo","SKIN AND SUBCUTANEOUS TISSUE DISORDERS","RASH","Y","countdistinct","USUBJID",5,244,1,2,"_NULL_","_NULL_"
"Placebo","SKIN AND SUBCUTANEOUS TISSUE DISORDERS","SKIN IRRITATION","Y","count","quantity",4,250,1,1,"_NULL_","_NULL_"
"Placebo","SKIN AND SUBCUTANEOUS TISSUE DISORDERS","SKIN IRRITATION","Y","countdistinct","USUBJID",3,250,1,2,"_NULL_","_NULL_"
"Placebo","SKIN AND SUBCUTANEOUS TISSUE DISORDERS","SKIN ULCER","Y","count","quantity",2,252,1,1,"_NULL_","_NULL_"
"Placebo","SKIN AND SUBCUTANEOUS TISSUE DISORDERS","SKIN ULCER","Y","countdistinct","USUBJID",1,252,1,2,"_NULL_","_NULL_"
"Placebo","SURGICAL AND MEDICAL PROCEDURES","_ALL_","Y","count","quantity",2,256,1,1,"_NULL_","_NULL_"
"Placebo","SURGICAL AND MEDICAL PROCEDURES","_ALL_","Y","countdistinct","USUBJID",2,256,1,2,"_NULL_","_NULL_"
"Placebo","SURGICAL AND MEDICAL PROCEDURES","CATARACT OPERATION","Y","count","quantity",1,258,1,1,"_NULL_","_NULL_"
"Placebo","SURGICAL AND MEDICAL PROCEDURES","CATARACT OPERATION","Y","countdistinct","USUBJID",1,258,1,2,"_NULL_","_NULL_"
"Placebo","SURGICAL AND MEDICAL PROCEDURES","EYE LASER SURGERY","Y","count","quantity",1,259,1,1,"_NULL_","_NULL_"
"Placebo","SURGICAL AND MEDICAL PROCEDURES","EYE LASER SURGERY","Y","countdistinct","USUBJID",1,259,1,2,"_NULL_","_NULL_"
"Placebo","VASCULAR DISORDERS","_ALL_","Y","count","quantity",7,261,1,1,"_NULL_","_NULL_"
"Placebo","VASCULAR DISORDERS","_ALL_","Y","countdistinct","USUBJID",3,261,1,2,"_NULL_","_NULL_"
"Placebo","VASCULAR DISORDERS","HYPERTENSION","Y","count","quantity",2,263,1,1,"_NULL_","_NULL_"
"Placebo","VASCULAR DISORDERS","HYPERTENSION","Y","countdistinct","USUBJID",1,263,1,2,"_NULL_","_NULL_"
"Placebo","VASCULAR DISORDERS","HYPOTENSION","Y","count","quantity",3,264,1,1,"_NULL_","_NULL_"
"Placebo","VASCULAR DISORDERS","HYPOTENSION","Y","countdistinct","USUBJID",2,264,1,2,"_NULL_","_NULL_"
"Placebo","VASCULAR DISORDERS","ORTHOSTATIC HYPOTENSION","Y","count","quantity",2,265,1,1,"_NULL_","_NULL_"
"Placebo","VASCULAR DISORDERS","ORTHOSTATIC HYPOTENSION","Y","countdistinct","USUBJID",1,265,1,2,"_NULL_","_NULL_"
"Xanomeline High Dose","_ALL_","_ALL_","Y","count","quantity",455,1,2,1,"_NULL_","_NULL_"
"Xanomeline High Dose","_ALL_","_ALL_","Y","countdistinct","USUBJID",79,1,2,2,"_NULL_","_NULL_"
"Xanomeline High Dose","CARDIAC DISORDERS","_ALL_","Y","count","quantity",34,2,2,1,"_NULL_","_NULL_"
"Xanomeline High Dose","CARDIAC DISORDERS","_ALL_","Y","countdistinct","USUBJID",18,2,2,2,"_NULL_","_NULL_"
"Xanomeline High Dose","CARDIAC DISORDERS","ATRIAL FIBRILLATION","Y","count","quantity",5,3,2,1,"_NULL_","_NULL_"
"Xanomeline High Dose","CARDIAC DISORDERS","ATRIAL FIBRILLATION","Y","countdistinct","USUBJID",3,3,2,2,"_NULL_","_NULL_"
"Xanomeline High Dose","CARDIAC DISORDERS","ATRIAL FLUTTER","Y","count","quantity",2,4,2,1,"_NULL_","_NULL_"
"Xanomeline High Dose","CARDIAC DISORDERS","ATRIAL FLUTTER","Y","countdistinct","USUBJID",1,4,2,2,"_NULL_","_NULL_"
"Xanomeline High Dose","CARDIAC DISORDERS","ATRIOVENTRICULAR BLOCK SECOND DEGREE","Y","count","quantity",4,7,2,1,"_NULL_","_NULL_"
"Xanomeline High Dose","CARDIAC DISORDERS","ATRIOVENTRICULAR BLOCK SECOND DEGREE","Y","countdistinct","USUBJID",3,7,2,2,"_NULL_","_NULL_"
"Xanomeline High Dose","CARDIAC DISORDERS","CARDIAC DISORDER","Y","count","quantity",1,11,2,1,"_NULL_","_NULL_"
"Xanomeline High Dose","CARDIAC DISORDERS","CARDIAC DISORDER","Y","countdistinct","USUBJID",1,11,2,2,"_NULL_","_NULL_"
"Xanomeline High Dose","CARDIAC DISORDERS","MYOCARDIAL INFARCTION","Y","count","quantity",8,13,2,1,"_NULL_","_NULL_"
"Xanomeline High Dose","CARDIAC DISORDERS","MYOCARDIAL INFARCTION","Y","countdistinct","USUBJID",4,13,2,2,"_NULL_","_NULL_"
"Xanomeline High Dose","CARDIAC DISORDERS","SINUS BRADYCARDIA","Y","count","quantity",12,16,2,1,"_NULL_","_NULL_"
"Xanomeline High Dose","CARDIAC DISORDERS","SINUS BRADYCARDIA","Y","countdistinct","USUBJID",8,16,2,2,"_NULL_","_NULL_"
"Xanomeline High Dose","CARDIAC DISORDERS","SUPRAVENTRICULAR EXTRASYSTOLES","Y","count","quantity",1,17,2,1,"_NULL_","_NULL_"
"Xanomeline High Dose","CARDIAC DISORDERS","SUPRAVENTRICULAR EXTRASYSTOLES","Y","countdistinct","USUBJID",1,17,2,2,"_NULL_","_NULL_"
"Xanomeline High Dose","CARDIAC DISORDERS","VENTRICULAR EXTRASYSTOLES","Y","count","quantity",1,20,2,1,"_NULL_","_NULL_"
"Xanomeline High Dose","CARDIAC DISORDERS","VENTRICULAR EXTRASYSTOLES","Y","countdistinct","USUBJID",1,20,2,2,"_NULL_","_NULL_"
"Xanomeline High Dose","CONGENITAL, FAMILIAL AND GENETIC DISORDERS","_ALL_","Y","count","quantity",2,23,2,1,"_NULL_","_NULL_"
"Xanomeline High Dose","CONGENITAL, FAMILIAL AND GENETIC DISORDERS","_ALL_","Y","countdistinct","USUBJID",2,23,2,2,"_NULL_","_NULL_"
"Xanomeline High Dose","CONGENITAL, FAMILIAL AND GENETIC DISORDERS","VENTRICULAR SEPTAL DEFECT","Y","count","quantity",2,24,2,1,"_NULL_","_NULL_"
"Xanomeline High Dose","CONGENITAL, FAMILIAL AND GENETIC DISORDERS","VENTRICULAR SEPTAL DEFECT","Y","countdistinct","USUBJID",2,24,2,2,"_NULL_","_NULL_"
"Xanomeline High Dose","EAR AND LABYRINTH DISORDERS","_ALL_","Y","count","quantity",1,25,2,1,"_NULL_","_NULL_"
"Xanomeline High Dose","EAR AND LABYRINTH DISORDERS","_ALL_","Y","countdistinct","USUBJID",1,25,2,2,"_NULL_","_NULL_"
"Xanomeline High Dose","EAR AND LABYRINTH DISORDERS","VERTIGO","Y","count","quantity",1,29,2,1,"_NULL_","_NULL_"
"Xanomeline High Dose","EAR AND LABYRINTH DISORDERS","VERTIGO","Y","countdistinct","USUBJID",1,29,2,2,"_NULL_","_NULL_"
"Xanomeline High Dose","EYE DISORDERS","_ALL_","Y","count","quantity",2,30,2,1,"_NULL_","_NULL_"
"Xanomeline High Dose","EYE DISORDERS","_ALL_","Y","countdistinct","USUBJID",1,30,2,2,"_NULL_","_NULL_"
"Xanomeline High Dose","EYE DISORDERS","VISION BLURRED","Y","count","quantity",2,37,2,1,"_NULL_","_NULL_"
"Xanomeline High Dose","EYE DISORDERS","VISION BLURRED","Y","countdistinct","USUBJID",1,37,2,2,"_NULL_","_NULL_"
"Xanomeline High Dose","GASTROINTESTINAL DISORDERS","_ALL_","Y","count","quantity",37,38,2,1,"_NULL_","_NULL_"
"Xanomeline High Dose","GASTROINTESTINAL DISORDERS","_ALL_","Y","countdistinct","USUBJID",21,38,2,2,"_NULL_","_NULL_"
"Xanomeline High Dose","GASTROINTESTINAL DISORDERS","ABDOMINAL DISCOMFORT","Y","count","quantity",1,39,2,1,"_NULL_","_NULL_"
"Xanomeline High Dose","GASTROINTESTINAL DISORDERS","ABDOMINAL DISCOMFORT","Y","countdistinct","USUBJID",1,39,2,2,"_NULL_","_NULL_"
"Xanomeline High Dose","GASTROINTESTINAL DISORDERS","ABDOMINAL PAIN","Y","count","quantity",2,40,2,1,"_NULL_","_NULL_"
"Xanomeline High Dose","GASTROINTESTINAL DISORDERS","ABDOMINAL PAIN","Y","countdistinct","USUBJID",1,40,2,2,"_NULL_","_NULL_"
"Xanomeline High Dose","GASTROINTESTINAL DISORDERS","DIARRHOEA","Y","count","quantity",4,42,2,1,"_NULL_","_NULL_"
"Xanomeline High Dose","GASTROINTESTINAL DISORDERS","DIARRHOEA","Y","countdistinct","USUBJID",4,42,2,2,"_NULL_","_NULL_"
"Xanomeline High Dose","GASTROINTESTINAL DISORDERS","DYSPEPSIA","Y","count","quantity",1,43,2,1,"_NULL_","_NULL_"
"Xanomeline High Dose","GASTROINTESTINAL DISORDERS","DYSPEPSIA","Y","countdistinct","USUBJID",1,43,2,2,"_NULL_","_NULL_"
"Xanomeline High Dose","GASTROINTESTINAL DISORDERS","GASTROINTESTINAL HAEMORRHAGE","Y","count","quantity",1,46,2,1,"_NULL_","_NULL_"
"Xanomeline High Dose","GASTROINTESTINAL DISORDERS","GASTROINTESTINAL HAEMORRHAGE","Y","countdistinct","USUBJID",1,46,2,2,"_NULL_","_NULL_"
"Xanomeline High Dose","GASTROINTESTINAL DISORDERS","NAUSEA","Y","count","quantity",13,50,2,1,"_NULL_","_NULL_"
"Xanomeline High Dose","GASTROINTESTINAL DISORDERS","NAUSEA","Y","countdistinct","USUBJID",6,50,2,2,"_NULL_","_NULL_"
"Xanomeline High Dose","GASTROINTESTINAL DISORDERS","SALIVARY HYPERSECRETION","Y","count","quantity",5,52,2,1,"_NULL_","_NULL_"
"Xanomeline High Dose","GASTROINTESTINAL DISORDERS","SALIVARY HYPERSECRETION","Y","countdistinct","USUBJID",4,52,2,2,"_NULL_","_NULL_"
"Xanomeline High Dose","GASTROINTESTINAL DISORDERS","STOMACH DISCOMFORT","Y","count","quantity",1,53,2,1,"_NULL_","_NULL_"
"Xanomeline High Dose","GASTROINTESTINAL DISORDERS","STOMACH DISCOMFORT","Y","countdistinct","USUBJID",1,53,2,2,"_NULL_","_NULL_"
"Xanomeline High Dose","GASTROINTESTINAL DISORDERS","VOMITING","Y","count","quantity",9,54,2,1,"_NULL_","_NULL_"
"Xanomeline High Dose","GASTROINTESTINAL DISORDERS","VOMITING","Y","countdistinct","USUBJID",7,54,2,2,"_NULL_","_NULL_"
"Xanomeline High Dose","GENERAL DISORDERS AND ADMINISTRATION SITE CONDITIONS","_ALL_","Y","count","quantity",124,55,2,1,"_NULL_","_NULL_"
"Xanomeline High Dose","GENERAL DISORDERS AND ADMINISTRATION SITE CONDITIONS","_ALL_","Y","countdistinct","USUBJID",40,55,2,2,"_NULL_","_NULL_"
"Xanomeline High Dose","GENERAL DISORDERS AND ADMINISTRATION SITE CONDITIONS","APPLICATION SITE DERMATITIS","Y","count","quantity",12,57,2,1,"_NULL_","_NULL_"
"Xanomeline High Dose","GENERAL DISORDERS AND ADMINISTRATION SITE CONDITIONS","APPLICATION SITE DERMATITIS","Y","countdistinct","USUBJID",7,57,2,2,"_NULL_","_NULL_"
"Xanomeline High Dose","GENERAL DISORDERS AND ADMINISTRATION SITE CONDITIONS","APPLICATION SITE DISCHARGE","Y","count","quantity",1,59,2,1,"_NULL_","_NULL_"
"Xanomeline High Dose","GENERAL DISORDERS AND ADMINISTRATION SITE CONDITIONS","APPLICATION SITE DISCHARGE","Y","countdistinct","USUBJID",1,59,2,2,"_NULL_","_NULL_"
"Xanomeline High Dose","GENERAL DISORDERS AND ADMINISTRATION SITE CONDITIONS","APPLICATION SITE ERYTHEMA","Y","count","quantity",23,61,2,1,"_NULL_","_NULL_"
"Xanomeline High Dose","GENERAL DISORDERS AND ADMINISTRATION SITE CONDITIONS","APPLICATION SITE ERYTHEMA","Y","countdistinct","USUBJID",15,61,2,2,"_NULL_","_NULL_"
"Xanomeline High Dose","GENERAL DISORDERS AND ADMINISTRATION SITE CONDITIONS","APPLICATION SITE IRRITATION","Y","count","quantity",16,63,2,1,"_NULL_","_NULL_"
"Xanomeline High Dose","GENERAL DISORDERS AND ADMINISTRATION SITE CONDITIONS","APPLICATION SITE IRRITATION","Y","countdistinct","USUBJID",9,63,2,2,"_NULL_","_NULL_"
"Xanomeline High Dose","GENERAL DISORDERS AND ADMINISTRATION SITE CONDITIONS","APPLICATION SITE PAIN","Y","count","quantity",2,64,2,1,"_NULL_","_NULL_"
"Xanomeline High Dose","GENERAL DISORDERS AND ADMINISTRATION SITE CONDITIONS","APPLICATION SITE PAIN","Y","countdistinct","USUBJID",2,64,2,2,"_NULL_","_NULL_"
"Xanomeline High Dose","GENERAL DISORDERS AND ADMINISTRATION SITE CONDITIONS","APPLICATION SITE PERSPIRATION","Y","count","quantity",3,65,2,1,"_NULL_","_NULL_"
"Xanomeline High Dose","GENERAL DISORDERS AND ADMINISTRATION SITE CONDITIONS","APPLICATION SITE PERSPIRATION","Y","countdistinct","USUBJID",2,65,2,2,"_NULL_","_NULL_"
"Xanomeline High Dose","GENERAL DISORDERS AND ADMINISTRATION SITE CONDITIONS","APPLICATION SITE PRURITUS","Y","count","quantity",35,66,2,1,"_NULL_","_NULL_"
"Xanomeline High Dose","GENERAL DISORDERS AND ADMINISTRATION SITE CONDITIONS","APPLICATION SITE PRURITUS","Y","countdistinct","USUBJID",22,66,2,2,"_NULL_","_NULL_"
"Xanomeline High Dose","GENERAL DISORDERS AND ADMINISTRATION SITE CONDITIONS","APPLICATION SITE REACTION","Y","count","quantity",1,67,2,1,"_NULL_","_NULL_"
"Xanomeline High Dose","GENERAL DISORDERS AND ADMINISTRATION SITE CONDITIONS","APPLICATION SITE REACTION","Y","countdistinct","USUBJID",1,67,2,2,"_NULL_","_NULL_"
"Xanomeline High Dose","GENERAL DISORDERS AND ADMINISTRATION SITE CONDITIONS","APPLICATION SITE SWELLING","Y","count","quantity",3,68,2,1,"_NULL_","_NULL_"
"Xanomeline High Dose","GENERAL DISORDERS AND ADMINISTRATION SITE CONDITIONS","APPLICATION SITE SWELLING","Y","countdistinct","USUBJID",2,68,2,2,"_NULL_","_NULL_"
"Xanomeline High Dose","GENERAL DISORDERS AND ADMINISTRATION SITE CONDITIONS","APPLICATION SITE URTICARIA","Y","count","quantity",1,69,2,1,"_NULL_","_NULL_"
"Xanomeline High Dose","GENERAL DISORDERS AND ADMINISTRATION SITE CONDITIONS","APPLICATION SITE URTICARIA","Y","countdistinct","USUBJID",1,69,2,2,"_NULL_","_NULL_"
"Xanomeline High Dose","GENERAL DISORDERS AND ADMINISTRATION SITE CONDITIONS","APPLICATION SITE VESICLES","Y","count","quantity",6,70,2,1,"_NULL_","_NULL_"
"Xanomeline High Dose","GENERAL DISORDERS AND ADMINISTRATION SITE CONDITIONS","APPLICATION SITE VESICLES","Y","countdistinct","USUBJID",6,70,2,2,"_NULL_","_NULL_"
"Xanomeline High Dose","GENERAL DISORDERS AND ADMINISTRATION SITE CONDITIONS","ASTHENIA","Y","count","quantity",1,72,2,1,"_NULL_","_NULL_"
"Xanomeline High Dose","GENERAL DISORDERS AND ADMINISTRATION SITE CONDITIONS","ASTHENIA","Y","countdistinct","USUBJID",1,72,2,2,"_NULL_","_NULL_"
"Xanomeline High Dose","GENERAL DISORDERS AND ADMINISTRATION SITE CONDITIONS","CHEST DISCOMFORT","Y","count","quantity",2,73,2,1,"_NULL_","_NULL_"
"Xanomeline High Dose","GENERAL DISORDERS AND ADMINISTRATION SITE CONDITIONS","CHEST DISCOMFORT","Y","countdistinct","USUBJID",2,73,2,2,"_NULL_","_NULL_"
"Xanomeline High Dose","GENERAL DISORDERS AND ADMINISTRATION SITE CONDITIONS","CHEST PAIN","Y","count","quantity",2,74,2,1,"_NULL_","_NULL_"
"Xanomeline High Dose","GENERAL DISORDERS AND ADMINISTRATION SITE CONDITIONS","CHEST PAIN","Y","countdistinct","USUBJID",2,74,2,2,"_NULL_","_NULL_"
"Xanomeline High Dose","GENERAL DISORDERS AND ADMINISTRATION SITE CONDITIONS","CHILLS","Y","count","quantity",1,75,2,1,"_NULL_","_NULL_"
"Xanomeline High Dose","GENERAL DISORDERS AND ADMINISTRATION SITE CONDITIONS","CHILLS","Y","countdistinct","USUBJID",1,75,2,2,"_NULL_","_NULL_"
"Xanomeline High Dose","GENERAL DISORDERS AND ADMINISTRATION SITE CONDITIONS","FATIGUE","Y","count","quantity",5,77,2,1,"_NULL_","_NULL_"
"Xanomeline High Dose","GENERAL DISORDERS AND ADMINISTRATION SITE CONDITIONS","FATIGUE","Y","countdistinct","USUBJID",5,77,2,2,"_NULL_","_NULL_"
"Xanomeline High Dose","GENERAL DISORDERS AND ADMINISTRATION SITE CONDITIONS","FEELING ABNORMAL","Y","count","quantity",1,78,2,1,"_NULL_","_NULL_"
"Xanomeline High Dose","GENERAL DISORDERS AND ADMINISTRATION SITE CONDITIONS","FEELING ABNORMAL","Y","countdistinct","USUBJID",1,78,2,2,"_NULL_","_NULL_"
"Xanomeline High Dose","GENERAL DISORDERS AND ADMINISTRATION SITE CONDITIONS","FEELING COLD","Y","count","quantity",1,79,2,1,"_NULL_","_NULL_"
"Xanomeline High Dose","GENERAL DISORDERS AND ADMINISTRATION SITE CONDITIONS","FEELING COLD","Y","countdistinct","USUBJID",1,79,2,2,"_NULL_","_NULL_"
"Xanomeline High Dose","GENERAL DISORDERS AND ADMINISTRATION SITE CONDITIONS","MALAISE","Y","count","quantity",3,81,2,1,"_NULL_","_NULL_"
